TRADE_DT,rank_ic
2010-01-04,
2010-01-05,0.003705208354700815
2010-01-06,-0.10187670119541403
2010-01-07,0.034955451628368966
2010-01-08,0.07777438483294763
2010-01-11,0.10532829000548517
2010-01-12,-0.164574665611472
2010-01-13,0.06958763843420626
2010-01-14,-0.09904845197581699
2010-01-15,-0.18708383300394132
2010-01-18,-0.058686978290563116
2010-01-19,0.03482124906872671
2010-01-20,-0.0018766461206960775
2010-01-21,-0.028957946828321878
2010-01-22,-0.03836068898081629
2010-01-25,-0.08788769727039789
2010-01-26,-0.08301891009923004
2010-01-27,0.06261266022597163
2010-01-28,0.1409504605424761
2010-01-29,0.09071324897003734
2010-02-01,0.051318032844708386
2010-02-02,-0.04969452507205601
2010-02-03,-0.010508609175302679
2010-02-04,0.08326288061705647
2010-02-05,-0.023479845897664005
2010-02-08,-0.03314023968439546
2010-02-09,-0.0052919080420740445
2010-02-10,-0.020165721531954176
2010-02-11,-0.06483861217680353
2010-02-12,0.13038944186845958
2010-02-22,0.07361821031439961
2010-02-23,0.05306278768292448
2010-02-24,0.004903388239685137
2010-02-25,0.0840801368322453
2010-02-26,-0.026974957098077908
2010-03-01,-0.011631099098840067
2010-03-02,-0.023998465693712983
2010-03-03,-0.05039732395326676
2010-03-04,0.003773716267981888
2010-03-05,-0.1294926753956912
2010-03-08,-0.04587839640910462
2010-03-09,-0.11920784725832878
2010-03-10,0.03460887626618823
2010-03-11,-0.07816400499876949
2010-03-12,-0.1509564167298115
2010-03-15,0.010717865929851739
2010-03-16,0.10639042453996163
2010-03-17,0.01636047219699754
2010-03-18,0.08674194819384017
2010-03-19,-0.0034244261833877247
2010-03-22,-0.035974008230132186
2010-03-23,-0.024888338300374076
2010-03-24,-0.18648114134964858
2010-03-25,-0.10690046792291244
2010-03-26,-0.13388520761237632
2010-03-29,-0.08777428364200841
2010-03-30,0.061318842540766444
2010-03-31,-0.0057143890769541265
2010-04-01,-0.07640719883789455
2010-04-02,-0.08917131167655952
2010-04-06,0.05868776597324746
2010-04-07,0.052617682700001334
2010-04-08,-0.0770630901076905
2010-04-09,-0.0262433532687792
2010-04-12,0.10464894181329594
2010-04-13,-0.10515270039165772
2010-04-14,0.03461979716504125
2010-04-15,-0.10064401415433326
2010-04-16,0.010965429911633373
2010-04-19,0.19226519788644003
2010-04-20,0.43714056800594253
2010-04-21,0.08639524594289569
2010-04-22,0.20276942138571732
2010-04-23,-0.09749505156973587
2010-04-26,0.07592070633183053
2010-04-27,0.09171178816112355
2010-04-28,0.0619069761862378
2010-04-29,-0.29506405379628625
2010-04-30,-0.062358902804237615
2010-05-04,0.259490942665441
2010-05-05,0.07185847750278977
2010-05-06,0.16240226325080231
2010-05-07,0.002682248394904814
2010-05-10,-0.3489762430756753
2010-05-11,-0.06179505398868942
2010-05-12,-0.12986835432883737
2010-05-13,-0.04693933525681519
2010-05-14,-0.007030156797474866
2010-05-17,0.06865404970217974
2010-05-18,-0.017512957428592504
2010-05-19,0.1842040717723163
2010-05-20,-0.007837821428704164
2010-05-21,-0.007533789705845208
2010-05-24,-0.15379316543844299
2010-05-25,0.10313035495159412
2010-05-26,0.04676443633050019
2010-05-27,0.07805658843162246
2010-05-28,0.10869323478737516
2010-05-31,0.08488323267379018
2010-06-01,0.02944297256297638
2010-06-02,-0.04734034527811032
2010-06-03,0.027023412366722694
2010-06-04,-0.02217394521993444
2010-06-07,-0.11908040375984096
2010-06-08,-0.06527063165430591
2010-06-09,0.09401226489766995
2010-06-10,-0.12458983297005137
2010-06-11,0.17663516600873927
2010-06-17,0.13900134439680456
2010-06-18,0.27538656403258543
2010-06-21,0.06895706518380748
2010-06-22,-0.1128654895712809
2010-06-23,-0.0718982633902101
2010-06-24,-0.11542787206627045
2010-06-25,-0.026163272618834613
2010-06-28,0.04217892344712243
2010-06-29,-0.01749999962811158
2010-06-30,0.008971315090306095
2010-07-01,0.04447353253562629
2010-07-02,0.09565616543590609
2010-07-05,0.1470006533017271
2010-07-06,-0.11358829937119336
2010-07-07,-0.08401164924182972
2010-07-08,-0.00552604014891653
2010-07-09,-0.07463576153532016
2010-07-12,0.020741497320099587
2010-07-13,-0.0680959543400114
2010-07-14,-0.006946381585747167
2010-07-15,-0.00010414518341155477
2010-07-16,-0.07910608776590357
2010-07-19,-0.10131991789054201
2010-07-20,-0.20699263215713984
2010-07-21,-0.05227676746461161
2010-07-22,-0.09995020536574595
2010-07-23,0.041154501179721525
2010-07-26,-0.0914948465030745
2010-07-27,-0.05571714619773009
2010-07-28,-0.040271900366551885
2010-07-29,-0.0503450119740952
2010-07-30,-0.07521475102324347
2010-08-02,-0.09458960005724289
2010-08-03,-0.005944978198118785
2010-08-04,0.043351302570541685
2010-08-05,-0.08174379246826381
2010-08-06,-0.1997953709962148
2010-08-09,-0.15995946599919314
2010-08-10,0.019030345708380254
2010-08-11,0.0072876863646822105
2010-08-12,-0.029423994459542663
2010-08-13,-0.13333726561060383
2010-08-16,-0.13465198863760178
2010-08-17,-0.1046617022457018
2010-08-18,-0.00043582461635121705
2010-08-19,-0.085497769855471
2010-08-20,0.04887658489859461
2010-08-23,0.003206772775194305
2010-08-24,-0.15068417610220275
2010-08-25,0.026502160551266023
2010-08-26,-0.019122520230748702
2010-08-27,-0.04661398406814305
2010-08-30,-0.04124322652655537
2010-08-31,-0.055207058364074024
2010-09-01,0.009307138337198916
2010-09-02,0.04544418581141757
2010-09-03,-0.14938207757519265
2010-09-06,-0.18331328469113498
2010-09-07,0.02593935001837802
2010-09-08,0.005833516520603529
2010-09-09,-0.07092016946549039
2010-09-10,-0.03643868597530544
2010-09-13,-0.06792857240640365
2010-09-14,-0.023998393482426408
2010-09-15,-0.10859754786259436
2010-09-16,0.0013060101714499057
2010-09-17,0.02323201508602346
2010-09-20,-0.07891248761908114
2010-09-21,-0.11796569742264294
2010-09-27,0.10992938305228198
2010-09-28,0.004459508839971311
2010-09-29,-0.040864691858677187
2010-09-30,-0.04738939636608633
2010-10-08,0.04409094456441118
2010-10-11,0.032735636589344
2010-10-12,0.06429350965124205
2010-10-13,-0.12486544882391676
2010-10-14,0.10180181320212954
2010-10-15,0.21410576228723047
2010-10-18,-0.025254466267828353
2010-10-19,-0.22859316216351333
2010-10-20,-0.12532972107549434
2010-10-21,-0.07458588419455466
2010-10-22,-0.17616786918529506
2010-10-25,0.06615828380101331
2010-10-26,-0.099715811326905
2010-10-27,-0.22534796793770315
2010-10-28,-0.06887860957051865
2010-10-29,-0.20289637825376805
2010-11-01,0.018565244474519692
2010-11-02,-0.04121046697074456
2010-11-03,-0.128083271779325
2010-11-04,0.035853710608919835
2010-11-05,-0.029754780816283327
2010-11-08,-0.12017971549900576
2010-11-09,-0.1025371108805523
2010-11-10,-0.16858344058746744
2010-11-11,-0.02383623032240548
2010-11-12,0.11543612294895014
2010-11-15,0.12880356921088518
2010-11-16,-0.03127207261576141
2010-11-17,-0.2808142083113984
2010-11-18,-0.041539679516247076
2010-11-19,0.22474054277465866
2010-11-22,-0.01444409329927842
2010-11-23,0.024991104001065096
2010-11-24,-0.024858851902184783
2010-11-25,-0.10079665637051258
2010-11-26,0.018264738751045107
2010-11-29,-0.08141059302694983
2010-11-30,0.02414760019835382
2010-12-01,-0.06250058257983966
2010-12-02,-0.05275709337489359
2010-12-03,-0.05600977290683595
2010-12-06,0.09765991842923061
2010-12-07,-0.07551348796323604
2010-12-08,-0.08501822422619601
2010-12-09,-0.022843204931470754
2010-12-10,-0.10781436804142028
2010-12-13,-0.033324317946910396
2010-12-14,0.005425983008705147
2010-12-15,-0.06229570248952015
2010-12-16,0.03321131571058369
2010-12-17,-0.06556840003989933
2010-12-20,-0.049011684134125814
2010-12-21,-0.1510208734978721
2010-12-22,-0.060926194199971785
2010-12-23,-0.07281650709711958
2010-12-24,-0.015780444790919574
2010-12-27,-0.027609491339499522
2010-12-28,-0.0002933158082245009
2010-12-29,-0.007556245637827497
2010-12-30,-0.04651584768325141
2010-12-31,-0.029786306927957015
2011-01-04,0.1367828812838035
2011-01-05,-0.01637898234997108
2011-01-06,0.021348961433085834
2011-01-07,0.03660060408877035
2011-01-10,0.07251776769155234
2011-01-11,0.050645116480135595
2011-01-12,0.03467197496268275
2011-01-13,-0.1393596474259236
2011-01-14,-0.04085280457964185
2011-01-17,-0.07082160101174713
2011-01-18,0.033095067085355874
2011-01-19,-0.018363275018929884
2011-01-20,0.04524978323017497
2011-01-21,0.09626299730346488
2011-01-24,0.010048416020147334
2011-01-25,-0.1021439577167451
2011-01-26,-0.09333858254362772
2011-01-27,-0.0909606941516947
2011-01-28,-0.05365804770058657
2011-01-31,0.026726501375390368
2011-02-01,-0.011633528565334825
2011-02-09,0.09208389112622042
2011-02-10,-0.1261694844955845
2011-02-11,-0.11128656782892007
2011-02-14,-0.11978289310064516
2011-02-15,-0.003915945175217926
2011-02-16,-0.07566675950825075
2011-02-17,-0.16273893363219097
2011-02-18,-0.0033991091063351364
2011-02-21,-0.07948795252550973
2011-02-22,-0.05299939659041
2011-02-23,-0.06275411335852127
2011-02-24,-0.07182025415979273
2011-02-25,-0.07197636403112717
2011-02-28,-0.0450269471611973
2011-03-01,-0.03537978034645935
2011-03-02,0.02725183517135645
2011-03-03,0.021106179457070145
2011-03-04,0.029308247542931792
2011-03-07,-0.055493748639405135
2011-03-08,-0.04820945089184207
2011-03-09,-0.00543881082586718
2011-03-10,-0.01889666391898609
2011-03-11,-0.0014525258560000097
2011-03-14,-0.05576207550618157
2011-03-15,0.01747172367325311
2011-03-16,-0.13820847888553528
2011-03-17,-0.11280344536972049
2011-03-18,-0.1228034302211452
2011-03-21,-0.1247052800137906
2011-03-22,-0.028456473720898028
2011-03-23,0.01389922397480372
2011-03-24,0.040076426043047814
2011-03-25,-0.06051518143929498
2011-03-28,0.013316990067837813
2011-03-29,-0.008630229498807832
2011-03-30,-0.029883339157149254
2011-03-31,-0.23457183617572527
2011-04-01,0.07706534749227953
2011-04-06,0.1445660730897117
2011-04-07,-0.045777064782976565
2011-04-08,-0.10469001262378164
2011-04-11,-0.011115308454077003
2011-04-12,-0.04317665960315973
2011-04-13,-0.09331899423491864
2011-04-14,-0.012933960925680077
2011-04-15,0.05125407785160124
2011-04-18,0.12127979066110545
2011-04-19,-0.09168830532269674
2011-04-20,-0.213817102193808
2011-04-21,-0.016015408821581967
2011-04-22,-0.052767901431172624
2011-04-25,-0.07507052966404848
2011-04-26,-0.004191153221246589
2011-04-27,0.038179047495873315
2011-04-28,-0.05182922913549413
2011-04-29,0.07767208771773144
2011-05-03,0.13558670065093978
2011-05-04,-0.00027719884040320903
2011-05-05,-0.03240023419423361
2011-05-06,-0.02606059394269967
2011-05-09,-0.04923059174758858
2011-05-10,0.07783509973453136
2011-05-11,0.04716567872507853
2011-05-12,0.08081438868493844
2011-05-13,0.04702178184689429
2011-05-16,-0.017599493359347972
2011-05-17,-0.053739243178324375
2011-05-18,0.02483024600395945
2011-05-19,0.05765914331242384
2011-05-20,-0.0547556225414732
2011-05-23,-0.10299241298797511
2011-05-24,0.03176117322990666
2011-05-25,0.1224650919332979
2011-05-26,0.06701330890774458
2011-05-27,-0.15540036160184523
2011-05-30,-0.16410944690966348
2011-05-31,0.05521872782701728
2011-06-01,0.0007029124842264232
2011-06-02,0.003945374457199208
2011-06-03,-0.057499094401946345
2011-06-07,0.09962814324195514
2011-06-08,0.1161460521590637
2011-06-09,-0.08494116106112194
2011-06-10,-0.0028004999334133567
2011-06-13,-0.037733315278702335
2011-06-14,0.020051133876307255
2011-06-15,-0.01560389619217631
2011-06-16,-0.05569141850429291
2011-06-17,-0.03131161974823995
2011-06-20,-0.007079070807286418
2011-06-21,0.04207000940519419
2011-06-22,-0.029069086823620537
2011-06-23,-0.03599475707937466
